usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,102.000 €,Beograd,Stari Grad opština,Terazije,Terazije,37m²,,1.5 soba,uknjiženo,grejanje na struju,,,1930. godine,2/2 sprata,,,,,,,interfon,,,,,,18350,"Stari grad - Terazije1.5, 37m2, 2/2, TA, interfonOdlično očuvan stan na izuzetnoj lokaciji.Prostorije: dnevna soba sa kuhinjom, spavaća soba, kupatilo, hodnik.Niski režijski troškovi.Uknjižen.Agencijska provizija 2%Agent Darko Arsenijević: 063/38-76-76",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/terazije/61a9103e2a1a9442c500b513,44.8132026,20.460463759480078,0.5901342755263618
prodaja,stan,153.000 €,Beograd,Zvezdara opština,Zvezdara,Banjska,58m²,,2.5 sobe,nije uknjiženo,etažno grejanje,,novo,2022. godine,visoko prizemlje/4 sprata (nije poslednji sprat),ima lift (1),lođa,,1 garažno mesto,,namešteno,,useljivo,,,,,102371665,"Agencijski ID: 71665, VPR/IV, lift, nov, novogradnja, garaza, stambena zgrada. Na nekoliko minuta hoda do Vuka , Bulevara i  Dimitrija Tucovića , u novogradnji, nudimo vam 2.5 soban  komforan stan na viskom prizemlju useljiv u martu 2022 god. u mirnoj Banjskoj ulici . Uz stan je obezbeđeno i garažno mesto  po ceni od 15 000eur. + PDV .  Stan se sastoji od : dnevnog boravka sa kuhinjom i izlaskom na terasu, prostane spavaće sobe, manje spavaće sobe sa izlaskom na terasu,  predsoblja  i toaleta. Očekujemo vašu ponudu. Saša. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/banjska/61a90b72408eb0208c290b24,44.8040088,20.4853169,2.7222968380290786
prodaja,stan,160.000 €,Beograd,Vračar,Istočni Vračar,Desanke Maksimović,57m²,,2 sobe,uknjiženo,centralno grejanje,,,,1/4 sprata (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, kablovska, internet, interfon",useljivo,,,,,2040,"Stan na odlicnoj lokacji u samom srcu Vračara. Po strukturi dvosoban, kompletno renoviran i ne zahteva dodatna ulaganja. Uknjizen. Odmah useljiv. Za preporuku.  Agencijska provizija 2%. Za sve dodatne informacije, molimo da nas kontaktirate. ,",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/desanke-maksimovic/61a970bf7e1bad24e84c53f3,44.8076141,20.470578,1.5698361860755208
prodaja,stan,250.000 €,Beograd,Voždovac opština,Braće Jerković,Vojvode Vlahovića,168m²,,3 sobe,uknjiženo,etažno grejanje,,renovirano,2015. godine,2/3 sprata (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,,,,"telefon, interfon",useljivo,,,,,18354,"Voždovac - Braće Jerković, Vojvode Vlahovića3.0, 168m2, tri terase, 2/3, EG, lift, telefon, interfon, parking.Funkcionalan, luksuzan trosoban stan na samom ulazu u naselje Vojvode Vlahovića, adaptibilan u četvorosoban.Četvorostrano je orijentisan, veoma sunčan i svetaoProstorije: velika dnevna soba, dve spavaće sobe, odvojena kuhinja, dva kupatila ( u velikom kupatilu se nalazi đakuzi, a u malom tuš kabina).Ceo stan je uređen gipsanim radovima i rasvetom (spušteni plafoni, stubovi, ugrađena postavka za kamin). Ugrađena je i kvalitetna aluminijumska stolarija sa roletnama, hrastov parket prve klase i sigurnosna vrata.Pogodan i kao poslovni prostor. Zgrada je kvalitetna novogradnja iz 2015. godine (useljena prošle godine). Poseduje spoljno parking mesto.  U neposrednoj blizini se nalazi okretnica autobusa 26 i 50, dva velika marketa, škola, vrtić, pošta.Odmah useljiv. Za svaku preporuku.Uknjižen na 157m2.Agencijska provizija 2%.Agent: Snežana Krstić 065/34-35-128",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-vlahovica/61a92c60900e091dd02f5c73,44.7617044,20.5028225,7.222030693497755
prodaja,stan,153.000 €,Beograd,Zvezdara opština,Zvezdara,Banjska,58m²,,2.5 sobe,nije uknjiženo,etažno grejanje,,u izgradnji,2020. godine,1/4 sprata (nije poslednji sprat),ima lift (1),lođa,,1 garažno mesto,,namešteno,,useljivo,,,,,102375945,"Agencijski ID: 75945, I/IV, lift, nov, u izgradnji, garaza, stambena zgrada. 	Na nekoliko minuta hoda do Vuka , Bulevara i Dimitrija Tucovića , u novogradnji, nudimo vam 2.5 soban komforan stan na prvom spratu,  useljiv u martu 2022 god. u mirnoj Banjskoj ulici . Uz stan je obezbeđeno i garažno mesto po ceni od 15 000eur. + PDV . Stan se sastoji od : dnevnog boravka sa kuhinjom i izlaskom na terasu, prostane spavaće sobe, manje spavaće sobe sa izlaskom na terasu, predsoblja i toaleta. Očekujemo vašu ponudu. Saša. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/banjska/61a90ba2408eb0208c290b50,44.8040088,20.4853169,2.7222968380290786
prodaja,stan,173.000 €,Beograd,Stari Grad opština,Dorćol,Sibinjanin Janka,66m²,,2 sobe,uknjiženo,centralno grejanje,,,2004. godine,4/5 spratova (nije poslednji sprat),ima lift (1),terasa,,,,,,useljivo,,,,,1982,"Stari grad, Donji Dorćol - Sibinjanin Janka2.0, 66m2 (terasa 4m2), 4/5, CG, lift.Dvosoban stan sa prozorima u krošnjama drveća, sa pogledom na Dunav, koji je veoma blizu, kao i sportski centar i šetalište. Zgrada je novije gradnje, izuzetno sređena i održavana, sa uređenom baštom i dvorištem za stanare zgrade.Prostorije: hodnik iz kog se ulazi u sve prostorije, kuhinja sa trpezarijom, komforna dnevna soba sa izlaskom na terasu, spavaća soba, kupatilo i ostava.Uknjižen i odmah useljiv.Agent Nikola Sanader: 064/114-59-66Agencijska provizija je 2% i uključuje:- pokazivanje nekretnine i informacije vezane za mikrolokaciju- pravnu sigurnost uz tim advokata pri izradi Predugovora i Ugovora, overu kod Javnog beležnika (troškove overe kod notara plaća kupac)- odjavu prodavca - prijavu kupca (porez na prenos apsolutnih prava i porez na imovinu, infostan, struja, telefon, kablovska)",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sibinjanin-janka/61a912d1d7878b17b03871f3,44.8278561,20.4596166,1.1269364512147815
prodaja,stan,110.000 €,Beograd,Savski Venac,Dedinje,Mihaila Avramovića,56m²,,2 sobe,uknjiženo,,,,2015. godine,4/5 spratova (nije poslednji sprat),,podrum,,,kupatilo,prazno,"telefon, klima",useljivo,,,,,9601,"***Dvosoban stan na IV spratu u novijoj zgradi, izuzetno svetao. Prelep pogled, odmah useljiv.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mihaila-avramovica/5f33e6998c93e777c96d3dd3,44.7681418,20.4601849,5.534553728293426
prodaja,stan,135.000 €,Beograd,Stari Grad opština,Dorćol,Gospodar Jovanova,55m²,,2.5 sobe,uknjiženo,grejanje na struju,,uobičajeno stanje,,prizemlje/1 sprat (nije poslednji sprat),,,,,kupatila (2),prazno,"telefon, klima",,,,,,9748,"***aIzuzetan stan u mirnom delu gornjeg Dorćola u dva nivoa plus galerija sa dva mokra čvora, sveatao, pogodan kako za stanovanje tako i za poslovni prostor. Jedinstvena ponuda, ovakav prostor retko se nalazi u prodaji. Niski troškovi mesečnih računa, grejanje na struju, renoviran, PVC stolarija, kvalitetni krovni prozori "" Velux "", postoji mogućnost dogradnje. Za svaku preporuku, odlična investicija.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodar-jovanova/5f45346606f69c22a32ed7a8,44.8233327,20.4565453,0.6054667772378305
prodaja,stan,364.620 €,Beograd,Vračar,Čubura,Černiševskog,127m²,,4 sobe,uknjiženo,centralno grejanje,,novo,2020. godine,4/5 spratova (nije poslednji sprat),ima lift (1),terasa,,1 garažno mesto,kupatila (2),prazno,telefon,,,,,,9802,"***Odlični stanovi na prodaju u srcu Vračara u zgradi koja ima ukupno 8 stanova. Objekat je zidan termo blokovima; za izolaciju je korišćena kamena vuna d=12cm, a na delovima gde može doći do kontakta sa vodom stirodurom d=12cm.Sve kuhinje imaju prirodnu ventilaciju i najveći broj kupatila i toaleta. Fasadna stolarija je drvo-aluminijum, trostruko staklo (4x12x4x12x4) punjeno argonom sa drvenom oblogom špaletni i kutije roletni. Roletene su sa elektropodizačima. Unutrašnja stolarija je vrhunskog kvaliteta. Sigurnosna i sobna vrata su proizvođača Bosal sa drvenom obllogom  štokova.Završna obrada podova hodika i stepeništa je od italijanskog kamena Botticino.Garažna mesta se nalaze u podrumu zgrade. Ulaz u garaže je preko auto rampe. Parking mesta su na platformi/platformama. Kupovina stana nije uslovljena kupovinom garažnog mesta.U cenu uračunat PDV (mogućnost povraćaja).Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cernisevskog/5f479125eade457aa77465a3,44.7967005,20.4771559,2.8456611192103036
prodaja,stan,98.000 €,Beograd,Novi Beograd,Blok 1 - Fontana,Studentska,65m²,,2.5 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,,5/5 spratova,,"podrum, terasa, lođa",,,kupatilo,prazno,telefon,,,,,,8752,"***a Snižena cena!U ponudi je predivan stan na petom spratu u Studentskoj ulici. Izuzetno niski režijski troškovi. Stan se sastoji iz dve komotne spavaće sobe i dnevnog boravka sa kuhinjsko-trpezarijskim delom iz kojeg se izlazi na terasu. Mogućnost nadgradnje. Spavaći blok je odvojen, a u sve sobe se ulazi iz hodnika što je izuzetno funkcionalno. U hodniku se nalazi ugradni plakar. U zgradi je ostavljeno mesto za ugradnju lifta. Stan je dobro održavan, renoviran, plafoni su suvi, bez trunke vlage. Stan poseduje i jednu ostavu pored stana, kao i podrum. Stan je pored obdanista,predskolske ustanove,jedne osnovne i cetiri srednje skole. Izuzetno dobra nekretnina kako za zivot tako i za rentiranje,od Studentskog grada 300m. Stan je za svaku preporuku.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/studentska/5f4fce97a2f5cf15dc24a606,44.8254002,20.4017692,4.444435520562441
prodaja,stan,73.000 €,Beograd,Rakovica opština,Vidikovac,17. oktobra,76m²,,2.5 sobe,uknjiženo,etažno grejanje,,novo,,,,terasa,1 parking mesto,,kupatilo,prazno,"kablovska, internet, interfon, klima",useljivo,,,,,4354,"Stan je u novijoj zgradi sa odlicnom toplotnom izolacijom,Odlican RENOVIRAN  sa dva ulaza.Pripadajuce parking mesto.Stanu pripada prelepa zimska terasa sa podnim grejanjem.U stanu inverter klima.                                              Kupac plaća proviziju 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/17-oktobra/61406f34c8ea83451616a8d0,44.7336692,20.427355,9.648488506800103
prodaja,stan,142.200 €,Beograd,Voždovac opština,Lekino Brdo,Belimarkovićeva,60m²,,3 sobe,uknjiženo,centralno grejanje,,novo,,4/4 sprata,,,,,kupatilo,prazno,telefon,,,,,,12950,"***aTrosoban stan površine 55.64m2 + terasa 4.70m2.Lux novogradnja na atraktivnoj lokaciji, odlična infrastruktura kao i povezanost sa svim delovima grada. Grejanje/hlađenje sistemom toplotnih pumpi. Aluminijumska stolarija, italijanska keramika, hrastov parket I klase. Mogućnost povraćaja PDV-a za kupce prve nekretnine. U ponudi su dvosobni, trosobni i četvorosobni stanovi. Mogućnost kupovine garažnog mesta. Rok za završetak zgrade je avgust/septembar 2021.Stanovi su uknjiženi, moguća kupovina na kredit.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/belimarkoviceva/60c1fde7ee07ee5a3867901c,44.7904063,20.4909504,4.0693563578372
prodaja,stan,43.000 €,Beograd,Čukarica opština,Čukarica,VLADIMIRA ROLOVICA,20m²,,0.5 soba,uknjiženo,grejanje na struju,,,,1/5 spratova (nije poslednji sprat),,terasa,,,,prazno,interfon,,,,,,28703,"Stan bez ulaganja, opremljen Ikeinim namestajem, kuhinja sa svom belom tehnikom, TA pec ostaje u stanu, u kupatilu ostaje ves masina. PVC stolarija. Povrsina stana sa terasom je 25m2, uknjizen je na 20m2. Odmah useljiv. www.favoritnekretnine.co.rs , prikaz na mapi je informativnog karaktera, UKNJIZEN. AG. PROV 2% uknjizen 1/5 VLADIMIRA ROLOVICA  -imamo slicne NEKRETNINE BEOGRAD http://www.favoritnekretnine.co.rs/stan-beograd/kartica.php?id=28703",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vladimira-rolovica/61a91c5974b4d4077f3d4c98,44.7550631,20.4265763,7.384634081893262
prodaja,stan,320.000 €,Beograd,Zvezdara opština,Crveni Krst,Ulcinjska,160m²,,4 sobe,uknjiženo,etažno grejanje,,novo,2018. godine,5/5 spratova,ima lift (1),terasa,,1 garažno mesto,kupatila (3),prazno,"telefon, klima",useljivo,,,,,9367,"***aPrelep dupleks na odličnoj lokaciji. I nivo :predsoblje, velika dnevna soba sa kuhinjom i trpezarijom, WC i terasa.II nivo: 3 spavaće sobe, 2 kupatila. Jedna od spavaćih soba ima svoje kupatilo (master room). Dvostrano orjentisan, izuzetno svetao.Stan je potpuno sređen, uknjižen i prodaje se sa svim ugradnim elementima i ""Bosh"" - ovom belom tehnikom.Izuzetno komforan i udoban porodični prostor. Stan poseduje i pripadajuće parking mesto u garaži.Mirna ulica, blizina hipermarketa, velikih saobraćajnica i autobuskih stajališta. Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije,izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ulcinjska/5f1c00e626be282760687d07,44.7923856,20.4980405,4.312207072252743
prodaja,stan,85.000 €,Beograd,Vračar,Istočni Vračar,Kralja Milana,38m²,,1.5 soba,uknjiženo,grejanje na struju,,uobičajeno stanje,,visoko prizemlje/5 spratova (nije poslednji sprat),,,,,kupatilo,prazno,telefon,,,,,,8849,"***U centru Beograda, u ulici Kralja Milana (bivša Maršala Tita) prodaje se jednoiposoban stan na visokom prizemlju u pasažu.Stan je na takvom položaju da može biti i poslovni prostor.Stan je za svaku preporuku!Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kralja-milana/5ee1f0bb2731716d4c587063,44.8083089,20.4634997,1.1838552879243422
prodaja,stan,97.000 €,Beograd,Zvezdara opština,Gradska Bolnica,Gradska Bolnica,47m²,,2 sobe,uknjiženo,etažno grejanje,,novo,2011. godine,visoko prizemlje/3 sprata (nije poslednji sprat),,"terasa, lođa",1 parking mesto,"1 garažno mesto, u sklopu zgrade",kupatilo,polunamešteno,klima,useljivo,,stambeni,,,,"Uknjizen u vrlo lepoj zgradi novije kvalitetne gradnje, sa malim brojem stanova. Stan je svetao, prostran, adaptibilan. U kuhinji i predsoblju su granitne plocice, pvc petokomorna stolarija, eg plus inverter klima. Stan poseduje veliku zastakljenu lodju koja gleda na uredno dvoriste, juzno orjentisan. Mogucnost zakupa ili kupovine parking mesta u garazi u zgradi. Odlicna lokacija zgrade, u mirnoj ulici a u neposrednoj blizini Dimitrija Tucovica, skole, vrtica, prevoza, pijace, a nekoliko minuta od Bulevara Kralja Aleksandra. Po dokumentaciji visoko prizemlje, na terenu visina prvog sprata. Mogucnost adaptacije i promene rasporeda. Oznaka na mapi pokazuje deo grada , ne i tačan položaj zgrade. Agent 0653503551",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gradska-bolnica/61a773a30a68ca150d4d2e0a,44.7997086,20.5001341,3.9681777402122815
prodaja,stan,222.285 €,Beograd,Zvezdara opština,Vukov Spomenik,Ruzveltova,106m²,,4 sobe,uknjiženo,centralno grejanje,,novo,,2/7 spratova (nije poslednji sprat),ima lift (1),terasa,,1 garažno mesto,kupatila (3),prazno,"telefon, interfon, klima",useljivo,,,,,8009,"***Nova kvalitetna zgrada na odličnoj lokaciji.Sigurnosna vrata, prozori alu drvo (elektropodizaći alu roletni sa daljinskim upravljanjem), uvozna keramika i sanitarije, parket - hrast ekstra klase.Stan površine 105.85m2, izuzetno funkcionalnog rasporeda, dvostrano orjentisan. H=2.80. Mogućnost kupovine garažnog mesta.Osim ovog stana možemo da ponudimo i druge strukture u ovoj zgradi.Cena je bez PDV-a.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ruzveltova/5e68eea0273171467463c1df,44.8079812,20.4820125,2.2669566480040078
